Gene,RB01,RB02,RB03,RB04,RB05,RB06,RB07,RB08,RB09,RB10,RB11,RB12,RB13,RB14,RB15,RB16,RB17
Ctla4,0,0,0,0,0,1,0,0,2,1,0,0,0,2,0,0,0
Icos,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0
9530026F06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pard3b,573,212,264,438,623,798,553,887,104,232,150,207,187,173,86,221,253
Nrp2,606,275,309,671,658,781,693,871,185,311,165,276,231,239,130,239,295
4930487H11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ino80d,1276,444,640,1142,1091,1423,1033,2141,407,634,366,560,510,406,324,591,601
Ino80dos,101,35,66,79,92,104,88,155,26,63,21,42,53,29,32,42,61
Ndufs1,4297,1600,2154,3727,4098,4744,3712,6006,940,2014,1269,1822,1946,1488,1017,1575,2043
Eef1b2,8900,3547,4675,9266,10779,10320,7543,12738,1950,3794,2124,3187,3760,2753,1900,2698,4285
Snora41,13,2,5,11,7,13,18,9,0,6,2,7,1,3,3,6,0
Gpr1,12,3,3,12,12,14,6,7,3,7,5,4,3,3,4,2,3
Zdbf2,1881,601,1046,1801,1698,2194,1761,3144,668,902,541,710,842,655,453,695,928
Adam23,255,96,136,281,266,286,186,354,65,105,57,85,97,79,56,60,132
Dytn,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mdh1b,47,13,22,37,55,50,44,82,7,19,15,15,28,3,7,5,27
Fastkd2,759,208,408,593,660,760,667,899,192,314,217,291,304,213,192,168,352
4933402D24Rik,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gm13749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf7,266,95,108,270,260,289,202,382,47,137,70,104,109,87,65,101,116
Mir6899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creb1,1775,516,918,1643,1779,1949,1726,2571,602,1035,629,926,782,600,464,770,904
Mettl21a,571,191,253,448,537,571,436,768,145,292,150,290,235,193,137,183,269
2810408I11Rik,9,5,5,14,19,30,16,20,1,3,0,3,6,6,1,5,4
Ccnyl1,338,109,174,293,269,305,243,389,78,146,116,145,144,107,95,130,177
Fzd5,315,112,150,388,385,446,326,573,74,145,84,144,126,97,74,128,199
Plekhm3,1171,381,555,1079,1080,1287,1008,1723,355,646,411,523,599,436,290,516,540
Akr1cl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cryge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crygd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crygc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crygb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cryga,2,0,1,0,1,4,2,4,0,2,0,0,2,1,0,0,3
D630023F18Rik,103,33,81,64,85,80,96,118,23,40,24,49,48,21,23,42,34
Idh1,3107,1247,1417,2734,3412,3289,2637,4288,737,1501,969,1341,1478,1124,762,1170,1521
Pikfyve,1799,648,955,1464,1580,2158,1714,2842,473,974,515,797,771,603,448,664,846
Pth2r,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Crygf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Map2,7360,2647,3666,6520,6980,8411,7058,11673,1944,4411,2590,3722,3203,2513,1825,3731,3202
Unc80,6463,2504,3173,5906,6177,8083,5441,12272,1721,3949,2074,2984,3068,2335,1691,3529,2847
Rpe,878,343,491,1026,1162,1207,922,1554,225,476,278,404,412,340,212,517,492
Kansl1l,495,158,240,385,425,523,519,688,122,301,173,270,228,171,139,247,233
Acadl,1531,741,877,1877,2004,2147,1607,2495,515,1119,616,982,830,696,456,802,1043
Myl1,0,1,0,0,5,4,1,2,0,0,0,0,0,0,0,0,2
Lancl1,1718,645,845,1390,1618,1961,1617,2357,433,909,523,790,793,508,448,577,750
Cps1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Erbb4,0,1,0,1,2,0,1,2,0,0,0,0,3,0,0,0,0
Ikzf2,256,100,138,219,222,307,227,319,111,191,91,165,109,86,76,130,107
Spag16,5,1,1,2,2,2,4,5,0,2,0,0,1,0,0,0,0
Vwc2l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bard1,13,7,11,14,15,28,14,25,9,20,6,13,14,5,12,14,11
Abca12,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
Atic,2602,1013,1273,2451,2580,2816,2286,3514,599,1231,719,1026,1080,871,618,789,1249
Fn1,259,245,88,245,309,237,181,280,43,43,22,53,53,115,38,25,48
Apol7d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933417E11Rik,20,4,4,13,10,25,15,20,4,8,11,9,4,5,1,3,1
Mreg,1064,484,569,1041,1015,1416,1035,1665,351,755,456,698,580,427,391,643,580
Pecr,1051,430,556,990,1161,1211,870,1426,196,439,266,422,423,349,220,347,503
Tmem169,167,57,86,162,171,204,154,260,44,93,51,101,108,70,45,59,87
Xrcc5,2117,800,1110,2048,2369,2406,1924,3090,485,1027,670,1006,999,744,569,916,1087
44259,2103,843,1032,2254,2529,2802,1943,3151,503,1264,732,1007,1015,695,441,1037,1066
Smarcal1,2273,959,1088,2223,2414,2737,2104,3295,553,1220,693,981,1039,754,533,945,1058
Ankar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rpl37a,8591,3423,3884,8390,9970,9387,6848,11904,1626,3645,2177,3188,3372,2410,1785,2783,3893
Igfbp2,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0
Igfbp5,9416,5313,4420,10156,13045,12971,10038,14598,3136,5808,3437,5530,4650,5371,2872,5358,5273
Tnp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700027A15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pinc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D530049I02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6030407O03Rik,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3
Mir6351,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tns1,799,399,382,1045,987,1009,811,1169,239,326,199,333,368,336,206,425,435
Rufy4,0,0,0,2,0,1,2,3,1,1,0,0,0,0,0,0,1
Cxcr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arpc2,6064,2319,3180,6022,6618,6989,5588,8338,1514,3089,1836,2697,2885,2283,1549,2294,3340
Gpbar1,5,0,0,7,2,7,1,3,0,0,1,0,1,5,2,0,0
Aamp,6889,2879,3116,6512,7966,7712,5566,9477,1406,3305,1872,2758,2791,2174,1544,2300,2751
Pnkd,1026,398,475,853,1048,1113,808,1361,268,653,329,487,470,327,255,458,445
Tmbim1,2004,833,1003,2263,2459,2441,1793,2672,567,1146,654,969,948,733,549,934,1235
Catip,29,11,17,26,28,43,26,43,13,23,8,13,14,10,12,7,14
Slc11a1,189,77,77,169,145,173,148,225,44,95,43,65,86,58,52,63,115
Ctdsp1,2999,1234,1314,3011,3210,3457,2572,4153,705,1746,949,1391,1329,993,708,1241,1241
Mir26b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vil1,4481,1846,2227,4168,4440,5228,3506,6332,1170,2328,1458,2040,2135,1749,1232,1943,2296
Usp37,1047,393,546,896,1006,1237,979,1578,253,540,321,497,464,342,273,363,557
Rqcd1,1443,579,738,1371,1393,1661,1235,1990,363,667,447,617,605,497,327,445,707
Plcd4,9,3,4,20,11,13,12,20,6,4,2,4,9,1,3,1,6
Zfp142,2071,851,1012,1774,1979,2501,1823,3114,455,1053,531,768,790,527,403,706,807
Bcs1l,516,239,265,625,656,664,572,878,146,316,190,242,214,172,112,204,308
Rnf25,1681,629,789,1434,1817,1782,1379,2231,338,779,489,594,669,476,371,589,788
Stk36,342,104,173,324,359,458,301,523,80,170,102,127,124,90,86,129,138
Ttll4,653,226,285,564,614,829,589,1018,156,287,187,263,273,175,126,186,301
Cyp27a1,20,7,6,10,5,13,17,18,2,11,0,6,5,2,4,1,7
Prkag3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wnt6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Wnt10a,0,0,3,1,4,1,1,2,0,0,0,0,0,0,0,2,0
Cdk5r2,1179,516,612,1325,1331,1739,878,1469,259,509,280,447,506,384,227,360,513
Fev,208,77,100,244,267,282,192,271,24,40,27,49,55,47,21,40,85
Cryba2,709,287,341,801,942,1010,649,1035,124,293,147,236,277,173,141,159,271
Mir375,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0
Ccdc108,2,1,0,1,6,5,0,3,0,0,1,0,1,3,0,8,0
Ihh,13,3,3,5,11,7,2,8,0,0,0,1,0,0,1,0,0
Nhej1,62,22,17,45,72,71,40,84,9,35,22,36,29,19,12,25,24
Slc23a3,26,4,14,27,14,40,28,40,5,15,6,10,12,3,6,7,7
Cnppd1,1432,584,707,1494,1754,1872,1318,2199,386,815,535,695,705,488,360,528,761
Fam134a,5869,2297,2755,5472,6371,6855,4924,8338,1520,3315,1903,2703,2694,2008,1575,2182,3001
Zfand2b,817,331,346,724,896,900,654,1135,160,353,148,281,335,221,166,196,364
Abcb6,1050,431,562,1017,1209,1154,901,1598,199,502,309,437,514,358,269,260,498
Atg9a,2599,1019,1200,2316,2748,2855,2050,3396,606,1340,736,1044,1062,768,556,764,1079
Ankzf1,711,275,357,714,749,941,720,1191,192,412,232,307,285,213,146,276,359
Glb1l,386,137,169,298,297,522,414,611,85,201,106,168,151,116,88,123,145
Stk16,1991,798,903,1755,2185,2407,1700,2908,423,1015,590,839,822,565,407,697,863
Tuba4a,6640,2648,2923,6391,8119,6177,4872,8106,978,1694,1093,1595,1966,1456,1075,1095,3105
A630095N17Rik,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
Dnajb2,2788,1110,1263,2844,3136,3415,2320,4354,635,1435,846,1275,1192,861,666,924,1281
Ptprn,79928,31879,41230,72029,87114,83567,63508,103600,14192,28987,16021,22817,29349,20920,14923,14738,31068
Resp18,55435,20450,25382,52097,58134,57112,45130,75444,11859,25088,14754,19949,22484,15019,11813,16082,22234
Dnpep,4104,1679,1771,3684,4381,4206,3172,5307,688,1676,860,1335,1406,1056,780,1019,1479
Des,122,66,83,158,143,176,107,151,37,81,37,70,65,71,51,50,79
Gm15179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speg,154,69,80,194,158,278,133,279,20,56,16,26,23,33,13,71,41
Gmppa,5397,2225,2458,4901,5912,6309,4705,7823,963,2135,1313,1795,1892,1403,996,1517,2151
Asic4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Chpf,6201,2748,3377,6368,7545,7971,4691,8071,878,2799,1228,2222,2473,1851,1230,1803,1650
Tmem198,991,396,424,900,1255,1245,816,1335,157,431,221,384,385,266,183,320,353
Obsl1,821,338,357,740,831,973,628,1076,161,384,170,319,273,230,161,221,241
Inha,1146,400,513,787,900,1474,928,1502,190,572,261,356,357,270,199,287,292
Stk11ip,1712,745,736,1615,1744,2072,1547,2448,378,918,519,695,718,540,372,628,757
Slc4a3,2029,916,936,1824,2050,2473,1747,3013,405,1211,552,903,821,649,444,766,657
Gm17751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epha4,13,4,8,27,22,31,23,26,1,9,2,7,4,11,3,4,7
Mir6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pax3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sgpp2,2589,1005,1298,2373,2537,3027,2357,3577,838,1822,1033,1456,1336,1120,735,1423,1288
Farsb,2357,909,1367,2363,2940,2751,2310,3611,551,1097,675,955,953,820,535,730,1275
Mogat1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Acsl3,638,251,299,516,648,719,571,912,143,255,207,240,268,210,136,212,232
Utp14b,250,65,121,187,240,261,216,319,44,88,55,79,95,74,54,110,98
Kcne4,18,7,15,103,75,83,146,116,19,14,8,14,10,16,8,13,32
Scg2,215151,88683,119072,214177,252333,272278,208163,337417,66567,123425,74877,108457,112504,86003,64122,114736,139036
Ap1s3,356,99,173,292,330,326,297,426,120,175,125,183,177,135,104,187,174
Wdfy1,688,180,339,537,560,754,611,892,139,336,176,246,260,204,141,242,252
Mrpl44,1039,466,512,983,1112,1127,851,1380,221,497,291,435,513,338,266,390,532
Serpine2,410,167,171,472,521,471,394,553,78,161,90,138,130,107,70,132,179
Fam124b,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0
Cul3,5412,1695,3103,4240,4640,5333,4961,6831,1550,2704,1886,2669,2409,2048,1499,2019,2609
1700016L21Rik,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Dock10,352,173,221,467,380,515,430,616,96,306,157,220,203,144,104,228,278
Nyap2,32,12,16,68,49,42,50,63,19,37,21,25,33,31,16,36,47
Mir6344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irs1,500,192,267,494,492,540,398,773,148,313,177,235,243,165,117,250,235
Rhbdd1,2643,958,1323,2357,2809,2773,2376,3568,622,1089,782,947,1167,868,690,843,1387
Col4a4,3,0,2,3,4,7,5,15,2,2,3,4,1,1,0,6,3
Col4a3,7,3,9,8,1,5,8,10,0,9,2,7,3,3,3,0,5
Mff,3029,1075,1609,2846,3175,3372,2677,4142,785,1561,905,1373,1409,1071,761,1215,1513
Tm4sf20,8,2,9,12,9,5,9,7,3,0,0,4,1,3,3,4,2
Agfg1,2923,917,1343,2312,2307,2689,2369,3491,781,1430,854,1285,1195,840,610,985,1371
Slc19a3,5,6,2,7,9,6,9,16,0,2,0,0,4,1,0,0,3
Ccl20,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,6
Daw1,0,0,3,0,2,0,1,1,0,0,0,1,0,1,0,0,0
Sphkap,19311,7807,10562,16071,18609,23821,16953,30911,3987,8902,5506,7105,8235,6290,4525,6643,8048
Pid1,626,267,283,490,540,676,558,940,175,444,187,333,274,244,136,316,232
Mir6353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dner,1401,443,711,991,1124,1209,929,1451,196,535,250,468,459,362,293,329,460
Mir5126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trip12,7234,2604,4236,7079,7112,8816,7193,11539,2006,3914,2240,3130,3314,2827,1910,2861,3895
Fbxo36,406,166,197,340,407,377,329,544,101,226,106,177,173,120,102,148,181
Slc16a14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A530032D15Rik,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0
Gm7609,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0
C130026I21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp110,11,2,12,26,12,7,10,20,9,7,15,12,7,10,3,6,22
Sp140,13,5,5,17,17,17,15,17,8,5,7,3,2,9,4,8,11
Sp100,21,7,24,56,42,33,24,25,18,25,15,26,11,18,9,13,51
A630001G21Rik,6,3,5,10,14,16,3,8,3,7,6,6,3,3,2,14,3
Mir8096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9930111H07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cab39,3802,1389,2044,3532,3901,4258,3351,5207,1082,1942,1221,1743,1678,1371,979,1684,1859
Itm2c,18843,7646,9563,18968,22312,22202,15029,24430,3546,8385,4450,6774,7110,5207,3909,5777,8253
4933407L21Rik,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
Gpr55,3,1,0,2,0,2,0,3,1,0,0,1,0,1,0,7,0
Spata3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2810459M11Rik,1,0,1,1,6,2,0,0,0,0,0,0,1,1,0,1,3
Psmd1,7991,2945,4191,7200,8053,8358,7097,10669,1696,3420,2073,3032,3421,2671,1860,2524,3652
Htr2b,8,1,1,5,0,1,1,1,1,1,0,0,1,2,0,0,1
Armc9,979,371,467,937,924,1156,876,1478,209,521,300,417,426,297,221,344,390
B3gnt7,17,2,7,18,17,11,15,18,4,13,6,5,8,2,4,3,8
Ncl,14018,5404,7807,13928,15580,16513,12887,20094,3193,6392,3895,5608,6188,5078,3584,5330,7408
Snora75,1,0,2,0,2,2,3,0,0,0,0,0,0,1,0,0,0
Gm24148,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Snord82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C130036L24Rik,17,8,12,25,21,20,5,17,3,3,3,5,3,3,7,3,3
Nmur1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
1700019O17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptma,12868,5231,5994,12334,13785,15748,10048,17868,3010,5759,3231,5535,5163,3927,2827,4564,5053
Pde6d,872,350,464,1088,1126,1146,927,1434,227,530,294,455,414,327,225,388,439
Cops7b,579,213,236,545,599,639,419,811,122,259,155,210,211,162,130,179,237
Nppc,1,0,0,1,5,1,0,0,0,0,0,0,2,0,0,0,0
Dis3l2,991,409,439,905,926,1049,845,1332,223,483,272,427,448,314,237,368,401
Alppl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecel1,18,4,2,26,11,15,10,11,4,1,0,3,2,0,0,4,1
Prss56,0,0,0,3,0,1,0,2,0,0,2,0,1,1,0,0,0
Chrnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chrng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eif4e2,1372,566,670,1459,1541,1659,1248,2032,322,657,416,652,556,432,302,586,680
Efhd1,12,5,14,3,14,12,21,13,1,13,3,6,9,1,5,18,8
Gigyf2,3118,1222,1453,3238,3486,3772,2929,4644,765,1578,971,1258,1270,910,659,1150,1585
Kcnj13,6,1,2,6,3,3,0,6,0,1,1,0,2,1,0,2,5
3110079O15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngef,117,37,51,80,164,123,89,145,22,47,31,52,37,37,27,42,33
Neu2,112,25,43,50,69,82,65,116,8,50,30,38,33,30,17,29,24
Inpp5d,520,258,269,615,544,564,490,729,187,293,187,264,276,220,152,224,354
Atg16l1,1948,694,876,1877,2125,2323,1643,2774,472,939,564,809,776,625,436,697,944
Scarna6,1,0,13,2,4,2,3,2,0,2,1,2,0,0,0,0,0
Sag,20,4,2,13,17,16,14,29,2,5,5,3,11,2,2,11,2
Dgkd,5925,2331,2919,5708,6137,7048,5358,8782,1594,3423,1882,2685,2710,2093,1536,2444,2831
Usp40,970,378,555,926,1059,1205,955,1584,296,624,357,518,481,378,300,447,574
Ugt1a10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ugt1a9,119,28,83,73,85,51,58,72,30,21,20,34,36,33,35,3,55
Ugt1a7c,54,11,29,46,47,34,53,45,7,12,13,17,18,20,14,6,25
Ugt1a6b,2,2,6,4,6,3,6,7,1,2,0,3,5,3,1,4,2
Ugt1a6a,1112,482,535,992,1175,1070,1037,1748,292,599,392,556,569,423,338,304,524
Ugt1a5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ugt1a2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
Dnajb3,49,16,30,61,69,92,42,73,19,28,13,22,34,15,18,27,16
Ugt1a1,26,18,20,14,37,26,15,25,1,1,0,1,7,2,1,0,7
Mroh2a,7,3,7,14,7,16,8,23,3,1,3,2,5,3,2,3,4
Hjurp,337,129,172,309,378,444,351,616,116,204,113,130,151,118,83,96,169
6430706D22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A730008H23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trpm8,6,0,2,4,4,7,0,2,1,0,1,2,2,1,0,0,2
Spp2,1,0,2,4,4,3,1,1,0,0,1,2,0,1,0,0,0
Glrp1,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0
Gm19589,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Arl4c,285,129,149,331,390,376,277,366,74,151,77,120,97,117,90,121,139
Platr5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700067G17Rik,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Sh3bp4,1480,667,785,1881,1783,1974,1377,2273,468,1093,530,839,692,505,425,781,829
C030007H22Rik,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Agap1,5297,2054,2807,5325,5455,6393,4542,7556,1391,2619,1443,2118,2339,1771,1313,1897,2601
4933400F21Rik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gbx2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asb18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iqca,1,0,1,0,0,2,2,0,1,0,2,0,0,1,0,0,2
Ackr3,131,60,83,186,181,148,91,120,84,118,52,113,72,65,58,71,124
Cops8,2517,910,1150,2311,2425,2596,2109,3068,535,1156,700,938,1080,712,604,865,1259
Col6a3,1055,534,327,880,851,953,708,1060,77,161,136,209,238,322,114,154,181
Mlph,960,364,421,860,851,1174,904,1429,237,385,326,669,428,373,201,430,480
Prlh,1,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0
Rab17,38,23,11,35,38,43,36,63,7,18,9,17,20,13,10,27,18
Lrrfip1,1346,579,731,1647,1624,1828,1410,2137,420,738,428,680,521,510,408,657,842
Rbm44,2,0,0,3,0,1,0,4,0,1,2,1,0,0,0,1,0
Ramp1,149,54,60,144,123,123,103,174,32,91,35,50,54,34,30,98,70
Ube2f,1062,390,549,1125,1336,1313,1039,1576,264,515,344,443,472,408,252,417,628
Scly,7139,3111,3464,6722,8687,8669,6400,10524,1576,3691,2066,3039,3139,2373,1695,2754,3255
Espnl,211,72,93,180,208,257,194,301,61,155,81,132,99,100,59,114,89
Klhl30,18,9,7,19,29,15,12,27,5,7,6,8,5,5,5,1,6
Fam132b,30,14,9,23,57,27,26,40,12,10,3,9,13,8,8,11,21
Ilkap,1784,689,897,1673,1857,2167,1615,2706,376,963,546,805,815,602,437,658,908
1700020N18Rik,5,0,3,0,4,6,1,13,3,3,0,2,2,1,2,0,3
Hes6,1484,744,751,1439,1536,1929,1158,1926,338,740,400,681,689,555,371,547,643
Per2,2327,989,1086,1683,1926,2571,1914,3117,395,775,480,742,741,544,395,574,645
Traf3ip1,405,194,213,463,461,598,391,648,109,244,126,172,194,149,115,177,214
Asb1,2632,938,1223,2106,2325,2621,1933,3459,565,1217,721,998,1065,800,567,824,1133
Twist2,2,1,0,6,8,6,2,4,1,1,1,1,0,2,0,1,2
Hdac4,955,415,436,849,880,1036,706,1294,142,400,194,355,386,238,178,238,304
Ndufa10,1858,935,1097,1982,2351,2541,1797,2965,478,1031,568,866,1002,703,533,677,1063
Mir6900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Olfr1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myeov2,1120,411,572,1121,1318,1275,952,1538,235,543,278,490,484,364,302,400,537
Otos,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Gpc1,815,276,330,993,955,826,719,957,141,312,150,245,275,217,148,255,318
Mir149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankmy1,32,10,19,30,30,35,18,64,9,10,10,13,9,3,9,4,8
Dusp28,769,333,420,699,823,1009,632,1034,201,474,252,370,365,300,163,339,318
Rnpepl1,4414,1884,2123,4190,4310,5299,3321,5873,935,2243,1185,1891,1810,1322,966,1409,1515
9430060I03Rik,20,12,13,8,20,24,18,20,7,8,6,11,10,10,5,6,1
Capn10,1247,482,511,1168,1327,1318,969,1679,233,526,346,554,457,314,241,397,551
Gpr35,43,15,22,81,71,36,44,65,24,29,12,24,16,12,14,9,56
Aqp12,6,2,4,37,34,48,20,24,1,5,1,3,8,4,2,28,25
Kif1a,15867,6393,7710,15267,15281,19834,13526,25288,3225,7494,3898,5448,5989,4596,3504,5019,6481
Agxt,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2310007B03Rik,4,1,1,4,1,1,2,4,2,1,1,0,0,1,0,0,0
Sned1,90,43,36,69,85,111,100,174,17,40,24,17,20,11,10,10,25
Mir6901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mterf4,332,139,160,345,390,367,351,529,76,166,131,161,153,137,79,161,171
Pask,161,74,73,153,170,230,156,218,42,86,73,61,88,54,32,71,72
Ppp1r7,1354,507,692,1195,1274,1329,1146,1707,309,684,383,649,603,467,349,537,619
Mir6902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ano7,113,38,72,110,144,155,107,151,23,48,31,42,50,42,27,41,57
Hdlbp,29295,12166,14948,28370,33714,37837,27476,47038,6128,12073,7337,10500,11201,8980,5947,9258,15078
44441,5712,2044,2820,4984,6096,6317,5449,8219,1426,3103,1977,2695,2501,2030,1286,2536,2583
Farp2,964,394,542,950,1019,1193,833,1521,246,554,292,435,432,345,250,368,471
Stk25,5156,2087,2415,4620,5316,6122,4379,7517,1352,2656,1674,2458,2111,1676,1202,1945,2373
Bok,90,52,44,129,144,165,106,139,23,75,38,65,69,55,41,67,72
Thap4,1033,446,508,1156,1356,1254,895,1449,280,593,337,459,468,350,278,461,521
Atg4b,2608,1049,1164,2616,2781,2982,2284,3846,672,1355,797,1124,1034,809,571,912,1352
Dtymk,512,191,221,422,487,580,392,677,102,209,98,197,192,149,107,151,164
Ing5,1300,486,650,1189,1336,1501,1124,1846,312,700,440,586,646,449,340,568,626
D2hgdh,632,233,262,482,513,691,571,913,158,342,220,334,227,199,125,219,258
Gal3st2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
Gm9994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6086,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Neu4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdcd1,1,0,3,3,0,0,5,5,0,2,0,0,2,0,0,0,0
